date,nav,spot,prem_mid,opt_cost,payoff,hedge_pnl,hedge_cost,liab,short_notional,net_delta_units,n_sold,n_skipped,atm_2d,atm_5d,stress_-10%,stress_-5%,stress_+3%,stress_+5%,stress_+8%,stress_+12%,ret,real_hourly
2012-10-24,120.32,1408.75,0.0861345,0.00287243,0,-0.0446112,0.00181421,0.148756,464.574,0,40,0,0.183596,0.193183,-1.1596,-0.538465,-0.45953,-2.94284,-11.9137,-26.4354,7.49627e-05,False
2012-10-25,120.365,1412.97,0.0926762,0.00302505,0,0.0199963,0.00205232,0.211335,467.955,0,40,0,0.195744,0.206411,-1.57356,-0.725844,-0.658231,-3.76042,-13.2019,-27.6281,0.000374139,False
2012-10-26,120.492,1411.94,0.0840855,0.00281559,0,-0.0103223,0.00171331,0.152939,468.948,0,40,0,0.17858,0.188311,-1.26391,-0.588419,-0.607775,-3.86169,-13.5107,-28.0175,0.00106036,False
2012-10-31,120.596,1412.16,0.0747447,0.00260528,0,-0.00429466,0.00128917,0.116007,469.881,0,40,0,0.158569,0.166454,-1.0638,-0.497977,-0.673339,-4.34404,-14.4183,-29.0088,0.000858869,False
2012-11-01,120.697,1427.59,0.0704212,0.00249629,0,0.124859,0.00194374,0.206244,473.98,0,40,0,0.151908,0.159618,-1.99086,-0.927161,-1.7506,-6.96343,-17.463,-31.859,0.000834223,False
2012-11-02,120.568,1414.2,0.0766436,0.00265295,0,-0.274911,0.00352363,0.130061,469.444,0,40,0,0.162009,0.170232,-1.19043,-0.557491,-0.769752,-4.57701,-14.7484,-29.304,-0.00106267,False
2012-11-05,120.657,1417.26,0.072566,0.00254499,0,0.0238595,0.000983639,0.13402,470.401,0,40,0,0.156955,0.164641,-1.28011,-0.599772,-1.05066,-5.50491,-15.9559,-30.5549,0.00073765,False
2012-11-06,120.769,1428.39,0.0695651,0.00251376,0,0.0900885,0.00202118,0.177011,473.126,0,40,0,0.147388,0.154607,-1.82387,-0.853802,-1.92125,-7.41897,-18.0754,-32.5833,0.00092931,False
2012-11-07,120.598,1394.53,0.0738722,0.00260943,0,-0.324441,0.00301029,0.0923085,463.92,0,40,0,0.153515,0.161149,-0.820157,-0.383174,-0.386595,-2.41433,-11.2014,-25.6808,-0.00141995,False
2012-11-08,120.578,1377.51,0.0708338,0.00254772,0,-0.0881284,0.00193631,0.090305,461.909,0,40,0,0.151811,0.159516,-0.810789,-0.378107,-0.442415,-2.39335,-9.76734,-23.9871,-0.000163976,False
2012-11-09,120.599,1379.85,0.0720962,0.00259241,0,-0.00510978,0.00202211,0.13217,465.604,0,40,0,0.155696,0.163598,-1.21077,-0.564616,-0.836495,-3.89428,-12.5671,-26.8334,0.000170071,False
2012-11-12,120.702,1380.03,0.0627203,0.0024289,0,0.0102074,0.00158397,0.0974606,468.387,0,40,0,0.13384,0.140496,-1.06171,-0.50129,-1.14247,-5.41099,-15.4046,-29.9633,0.00085925,False
2012-11-13,120.707,1374.53,0.0623937,0.00242701,0,-0.0537151,0.00194996,0.0965863,468.881,0,40,0,0.134382,0.141065,-1.03802,-0.489488,-1.03509,-5.49978,-16.1024,-30.7683,4.28825e-05,False
2012-11-14,120.552,1355.49,0.073274,0.00261014,0,-0.218472,0.00205775,0.102262,464.828,0,40,0,0.155987,0.163904,-0.922078,-0.431024,-0.481176,-3.11277,-12.6638,-27.2129,-0.00128858,False
2012-11-15,120.546,1353.33,0.0811021,0.00277879,0,-0.0323015,0.00178318,0.151977,466.192,0,40,0,0.175125,0.184271,-1.25084,-0.5813,-0.627051,-3.54031,-13.0205,-27.5001,-4.54277e-05,False
2012-11-16,120.599,1359.88,0.0735559,0.00262826,0,-0.0181046,0.0032411,0.148731,469.766,0,40,0,0.157337,0.165554,-1.40526,-0.657218,-1.09068,-5.30111,-15.6817,-30.1964,0.000438237,False
2012-11-19,120.918,1386.89,0.0583362,0.00234209,0.0257379,0.510435,0.0085775,0.361631,476.993,0,39,1,0.124093,0.130265,-4.36394,-2.04615,-3.80198,-9.91636,-20.0023,-33.7074,0.0026469,False
2012-11-20,121.035,1387.81,0.0600035,0.00235265,0.00996871,-0.0501919,0.0083194,0.233984,475.485,0,40,0,0.127793,0.134149,-2.98263,-1.40784,-3.476,-9.60892,-20.1398,-34.3123,0.000966093,False
2012-11-21,121.177,1391.03,0.0652005,0.00242962,0.00182694,0.0694441,0.00261615,0.219535,475.313,0,40,0,0.136853,0.143799,-2.64032,-1.24434,-2.98704,-8.96283,-19.5838,-33.8192,0.00117503,False
2012-11-23,121.401,1409.15,0.0632081,0.0024192,0.203321,0.628596,0.00977413,0.472515,478.373,0,40,0,0.130248,0.136859,-5.39065,-2.51653,-3.91096,-9.83856,-19.637,-32.854,0.00184284,False
2012-11-26,121.631,1406.29,0.0584707,0.00233215,0.0106778,-0.140506,0.00726893,0.139504,474.785,0,39,1,0.121483,0.127433,-1.89823,-0.903097,-3.19719,-9.50487,-20.3173,-34.8862,0.00190029,False
2012-11-27,121.641,1398.94,0.0576497,0.00230717,0,-0.0916497,0.00248823,0.0906887,471.283,0,39,1,0.122753,0.128765,-1.0956,-0.51929,-1.79171,-7.51957,-18.4277,-33.1509,8.23763e-05,False
2012-11-28,121.727,1409.93,0.0621405,0.00240349,0,0.125543,0.00317684,0.187376,475.089,0,40,0,0.127793,0.134149,-2.15255,-1.01114,-2.74686,-8.93876,-19.6581,-34.0828,0.000702194,False
2012-11-29,121.818,1415.95,0.062125,0.00236517,0,0.086475,0.00331128,0.239612,477.153,0,40,0,0.13423,0.141044,-2.69412,-1.26324,-3.02183,-9.1835,-19.7639,-33.9932,0.000745003,False
2012-11-30,121.959,1416.18,0.0650117,0.00243932,0,0.0179583,0.00310841,0.175966,476.804,0,40,0,0.136173,0.143085,-2.07961,-0.981871,-2.68823,-8.71132,-19.4582,-33.8846,0.00115803,False
2012-12-03,121.987,1409.46,0.0606791,0.00235664,0,-0.108872,0.00276688,0.0940079,474.524,0,40,0,0.129695,0.136047,-1.08102,-0.512185,-1.54651,-7.05852,-17.968,-32.725,0.000234844,False
2012-12-04,122.015,1407.05,0.0604201,0.00235571,0,-0.0217025,0.00143587,0.100982,474.056,0,40,0,0.131303,0.137734,-1.11267,-0.525168,-1.25499,-6.38353,-17.2299,-31.9299,0.00022914,False
2012-12-05,122.07,1409.28,0.0583376,0.00232744,0,0.00509901,0.0018474,0.105544,475.356,0,40,0,0.124183,0.130359,-1.23758,-0.585547,-1.66593,-7.24946,-18.1518,-32.8958,0.000448304,False
2012-12-06,122.13,1413.94,0.0626025,0.00240036,0,0.0530903,0.00211699,0.156207,477.117,0,40,0,0.132482,0.139207,-1.75866,-0.828202,-2.26537,-8.23022,-19.072,-33.6324,0.000495714,False
2012-12-07,122.236,1418.07,0.0588679,0.0023201,0,0.033257,0.00381439,0.13712,478.178,0,40,0,0.123546,0.129817,-1.70409,-0.807588,-2.71532,-9.05109,-19.9425,-34.6031,0.000860375,False
2012-12-10,122.354,1418.55,0.0520843,0.00223699,0,0.0200754,0.00124618,0.0869086,476.94,0,39,1,0.108107,0.113402,-1.2074,-0.576143,-2.68379,-9.23568,-20.2271,-35.1521,0.000972612,False
2012-12-11,122.444,1427.84,0.0511431,0.00220601,0,0.107497,0.00347702,0.150529,478.003,0,39,1,0.107938,0.113224,-2.11299,-1.00447,-3.76638,-10.5075,-21.2588,-35.856,0.000730146,False
2012-12-12,122.517,1428.48,0.0534679,0.00225212,0,0.0122274,0.00550317,0.134876,477.296,0,39,1,0.111729,0.117285,-1.8536,-0.882031,-3.41641,-10.0933,-20.9206,-35.5574,0.000601037,False
2012-12-13,122.473,1419.45,0.0578184,0.00230244,0,-0.133425,0.00282324,0.098499,474.387,0,39,1,0.122769,0.129001,-1.18599,-0.563109,-1.905,-7.92262,-18.9029,-33.5967,-0.000362033,False
2012-12-14,122.478,1413.58,0.0628522,0.00240389,0,-0.051177,0.0017223,0.101107,474.123,0,40,0,0.128597,0.135124,-1.12268,-0.530438,-1.30484,-6.65808,-17.5962,-32.2381,4.03419e-05,False
2012-12-17,122.581,1430.36,0.0596523,0.00234706,0,0.186879,0.00453505,0.237344,480.234,0,40,0,0.12662,0.132917,-2.71256,-1.27192,-3.1192,-9.48931,-20.0775,-34.3641,0.000844329,False
2012-12-18,122.695,1446.79,0.0602624,0.00233238,0.086605,0.514344,0.00805119,0.600881,484.064,0,40,0,0.12644,0.132728,-6.30167,-2.92114,-4.13322,-9.99713,-19.5338,-32.3995,0.00093066,False
2012-12-19,122.61,1435.81,0.0725411,0.0025897,0,-0.525961,0.00811094,0.221882,479.422,0,40,0,0.151616,0.159312,-2.41369,-1.13288,-2.47587,-8.00439,-18.4972,-32.7718,-0.000693766,False
2012-12-20,122.793,1443.69,0.0760925,0.00263852,0,0.148735,0.00613599,0.25478,480.545,0,40,0,0.158184,0.166445,-2.63938,-1.2352,-2.41664,-7.84175,-18.2774,-32.4192,0.0014938,False
2012-12-21,122.829,1430.15,0.0747454,0.00261889,0,-0.171969,0.00401409,0.11506,476.089,0,40,0,0.154267,0.162323,-1.06872,-0.501563,-0.739054,-4.70928,-14.9973,-29.6219,0.000292066,False
2012-12-24,122.859,1426.66,0.0764523,0.00264991,0,-0.0293575,0.00139116,0.128699,476.171,0,40,0,0.161523,0.169722,-1.13306,-0.529446,-0.676162,-4.15889,-14.2081,-28.7726,0.00023947,False
2012-12-26,122.853,1419.83,0.0852686,0.00286789,0,-0.0676896,0.00184937,0.14724,475.759,0,40,0,0.178326,0.187378,-1.17785,-0.547879,-0.54417,-3.46234,-12.9693,-27.4808,-4.62256e-05,False
2012-12-27,122.825,1418.1,0.0973385,0.00317045,0,-0.060586,0.00225016,0.206426,476.818,0,40,0,0.203713,0.214351,-1.46944,-0.678022,-0.537014,-3.39041,-12.524,-26.9768,-0.000226721,False
2012-12-28,122.686,1402.43,0.119896,0.00377904,0,-0.230561,0.00261561,0.228529,474.011,0,40,0,0.248712,0.2617,-1.36795,-0.628825,-0.148297,-1.66255,-8.82695,-22.8689,-0.00113302,False
2012-12-31,122.951,1426.19,0.0790021,0.00271332,0,0.111152,0.00256958,0.148588,482.096,0,40,0,0.167323,0.175644,-1.32212,-0.618264,-0.919851,-4.94751,-15.0336,-29.5853,0.00215846,False
2013-01-02,122.963,1462.42,0.0474984,0.00212546,0.108333,0.308234,0.00950584,0.372425,489.83,0,39,1,0.100538,0.105538,-4.88381,-2.30065,-4.37921,-10.6428,-20.5721,-34.3274,9.70352e-05,False
2013-01-03,123.02,1459.37,0.055424,0.0022424,0.022716,-0.14321,0.00585163,0.196874,484.446,0,39,1,0.114416,0.120224,-2.70495,-1.28388,-3.58408,-9.96504,-20.5088,-34.9081,0.000463189,False
2013-01-04,123.228,1466.47,0.0470185,0.00215644,0.0222265,0.14474,0.00231177,0.153765,483.214,0,39,1,0.0983904,0.103384,-2.53139,-1.2119,-4.20473,-10.9401,-21.5798,-36.1045,0.00169219,False
2013-01-07,123.285,1461.89,0.0419318,0.00210131,0,-0.071884,0.00309789,0.0615182,478.27,0,38,2,0.0861811,0.0904018,-1.05031,-0.504467,-3.33286,-10.3035,-21.3134,-36.3477,0.000463335,False
2013-01-08,123.286,1457.15,0.04144,0.00210226,0,-0.0383928,0.00175799,0.0592341,475.433,0,38,2,0.084488,0.0886258,-0.974362,-0.467366,-2.69876,-9.533,-20.4815,-35.4586,1.19313e-05,False
2013-01-09,123.315,1461.02,0.0430835,0.00211335,0,0.0242122,0.00228718,0.0938034,476.085,0,38,2,0.0867299,0.0910431,-1.55587,-0.746058,-3.69566,-10.6923,-21.4837,-36.24,0.000229757,False
2013-01-10,123.371,1472.12,0.0427228,0.0020811,0.00717492,0.17842,0.00545324,0.243967,479.98,0,39,1,0.0886776,0.0931786,-3.94187,-1.88096,-5.17947,-11.9058,-22.0988,-35.9747,0.000456309,False
2013-01-11,123.457,1472.05,0.048078,0.00217118,0,-0.00627109,0.00292582,0.194928,480.292,0,39,1,0.0979389,0.103053,-3.13102,-1.49654,-4.78728,-11.5672,-22.0103,-36.185,0.000695049,False
2013-01-14,123.571,1470.68,0.0447788,0.00208123,0,-0.0264688,0.00217671,0.0950614,479.349,0,38,2,0.0945816,0.0992853,-1.63285,-0.784611,-4.22098,-11.2137,-22.0937,-36.8616,0.000922743,False
2013-01-15,123.627,1472.34,0.0439417,0.0021229,0,0.011152,0.00224063,0.0894194,478.464,0,38,2,0.0940401,0.0987169,-1.44596,-0.693825,-3.9137,-10.9397,-21.829,-36.639,0.000456192,False
2013-01-16,123.66,1472.63,0.0494679,0.00215326,0,0.00360554,0.00231265,0.105096,478.435,0,39,1,0.101207,0.106344,-1.52349,-0.727913,-3.49061,-10.3898,-21.2563,-35.9908,0.000266373,False
2013-01-17,123.702,1480.94,0.0574613,0.00225702,0,0.121388,0.00357908,0.235968,482.476,0,40,0,0.115833,0.121882,-3.00454,-1.41918,-4.10461,-10.7362,-21.2212,-35.3759,0.000340783,False
2013-01-18,123.867,1485.98,0.0509587,0.00218346,0,0.0494559,0.00506805,0.164334,484.177,0,39,1,0.10048,0.105727,-2.55436,-1.22067,-4.42998,-11.2303,-21.8857,-36.3522,0.00133221,False
2013-01-22,123.992,1492.56,0.0388084,0.00206736,0,0.034491,0.00607344,0.10452,483.195,0,38,2,0.0822022,0.0862281,-2.1203,-1.02229,-5.12399,-12.1945,-22.9829,-37.6637,0.00100893,False
2013-01-23,124.026,1494.81,0.0423637,0.00207775,0,0.00156363,0.00296476,0.109617,481.741,0,38,2,0.0877226,0.0920852,-1.97219,-0.948363,-4.79497,-11.8598,-22.6338,-37.3108,0.000272499,False
2013-01-24,124.044,1494.82,0.0456506,0.00207295,0,-0.0226971,0.00460562,0.107131,480.837,0,39,1,0.0946995,0.0995061,-1.70294,-0.816343,-4.23352,-11.2662,-22.0893,-36.8176,0.000151269,False
2013-01-25,124.147,1502.96,0.0448294,0.0021017,0,0.118589,0.00366588,0.162108,483.321,0,39,1,0.0936311,0.0983835,-2.68288,-1.2852,-5.00092,-11.9463,-22.5228,-36.9194,0.000827718,False
2013-01-28,124.181,1500.18,0.0483049,0.00213817,0,-0.0705431,0.00313784,0.100872,482.813,0,39,1,0.0979485,0.102745,-1.59722,-0.765574,-4.09067,-11.1056,-22.0144,-36.8198,0.000271628,False
2013-01-29,124.255,1507.84,0.0461651,0.00208302,0,0.0756371,0.00589547,0.141025,484.455,0,39,1,0.096594,0.101325,-2.29399,-1.09877,-4.7308,-11.7196,-22.4351,-37.0051,0.000593249,False
2013-01-30,124.209,1501.96,0.0539806,0.00220381,0,-0.12624,0.0038198,0.10876,482.277,0,39,1,0.110195,0.115675,-1.47542,-0.703539,-3.15022,-9.89275,-20.8372,-35.5841,-0.000370347,False
2013-01-31,124.227,1498.11,0.0573424,0.00223745,0,-0.0372068,0.00235108,0.105869,482.252,0,40,0,0.118399,0.124408,-1.3031,-0.618846,-2.29847,-8.65451,-19.6616,-34.3918,0.000148443,False
2013-02-01,124.384,1513.17,0.0426319,0.00205538,0,0.124645,0.00233496,0.112108,485.496,0,38,2,0.0868322,0.0912395,-1.9436,-0.933185,-4.61115,-11.6981,-22.5234,-37.2882,0.00126098,False
2013-02-04,124.258,1495.71,0.0496437,0.00210907,0,-0.212748,0.00251303,0.0701334,479.588,0,39,1,0.103959,0.109051,-0.945043,-0.450519,-1.83571,-8.11818,-19.1015,-33.9938,-0.001011,False
2013-02-05,124.363,1511.29,0.043448,0.00204185,0,0.142592,0.00375726,0.144788,484.182,0,39,1,0.0888902,0.0932435,-2.33156,-1.11475,-4.33709,-11.3051,-21.9806,-36.5381,0.000849732,False
2013-02-06,124.434,1512.12,0.0416934,0.00202761,0,-0.00253018,0.00278544,0.108487,483.749,0,38,2,0.0860981,0.0903799,-1.89188,-0.908239,-4.47356,-11.5511,-22.3653,-37.0922,0.000568107,False
2013-02-07,124.435,1509.39,0.0452399,0.00206533,0,-0.0573495,0.00327899,0.0897247,481.703,0,38,2,0.0918828,0.0965465,-1.46607,-0.703763,-3.92354,-10.9753,-21.8635,-36.6789,1.05116e-05,False
2013-02-08,124.44,1517.93,0.0503637,0.00214922,0,0.0789147,0.00354228,0.208552,483.593,0,39,1,0.104192,0.109634,-3.02348,-1.43845,-4.56958,-11.3478,-21.7728,-35.9471,3.82534e-05,False
2013-02-11,124.578,1517.01,0.0437146,0.00209082,0,-0.0191242,0.00217058,0.0914908,483.53,0,39,1,0.0926354,0.0972424,-1.51978,-0.729517,-4.15712,-11.1862,-22.097,-36.9284,0.00110406,False
2013-02-12,124.651,1519.43,0.0404503,0.00205357,0,0.0230424,0.00217435,0.0768985,483.959,0,38,2,0.0843834,0.0885799,-1.36639,-0.657151,-4.37413,-11.5189,-22.4842,-37.4108,0.00059286,False
2013-02-13,124.654,1520.33,0.0439839,0.00205564,0,-0.0161317,0.00224268,0.0974441,483.822,0,39,1,0.0919799,0.0966485,-1.56012,-0.74859,-4.06887,-11.1381,-22.0149,-36.8306,2.41334e-05,False
2013-02-14,124.685,1521.38,0.0443458,0.00208915,0,-0.00841658,0.00253466,0.0977993,483.829,0,39,1,0.0932801,0.0981514,-1.54352,-0.74022,-3.94981,-11.0128,-21.8878,-36.7,0.000248288,False
2013-02-15,124.72,1519.79,0.0438577,0.0020209,0,-0.0235421,0.00173986,0.0800334,483.358,0,38,2,0.0913743,0.0961461,-1.27064,-0.609687,-3.61047,-10.6817,-21.6332,-36.5422,0.000275259,False
2013-02-19,124.833,1530.94,0.0381226,0.00198108,0,0.107341,0.00483351,0.105387,483.01,0,37,3,0.0778001,0.0816103,-2.04786,-0.985374,-5.42958,-12.5635,-23.3197,-37.9327,0.0009084,False
2013-02-20,124.564,1511.95,0.0542474,0.00218939,0,-0.329382,0.00585308,0.0910809,477.58,0,39,1,0.116422,0.122212,-1.12437,-0.534943,-1.93573,-8.21283,-19.1451,-33.7716,-0.00215385,False
2013-02-21,124.524,1502.42,0.0644604,0.00236657,0,-0.0819285,0.00182807,0.10947,477.856,0,40,0,0.137241,0.144207,-1.13175,-0.533727,-1.12435,-6.23264,-17.1049,-31.577,-0.000321538,False
2013-02-22,124.637,1515.6,0.0598304,0.00226161,0,0.103724,0.00208789,0.155412,484.277,0,40,0,0.123449,0.129715,-1.83605,-0.867007,-2.53555,-8.88385,-19.6901,-34.1971,0.000909573,False
2013-02-25,124.194,1487.85,0.0816191,0.00276648,0,-0.548102,0.00449529,0.124981,479.647,0,40,0,0.17033,0.178672,-1.04816,-0.490228,-0.489491,-3.63177,-13.6644,-28.2748,-0.00355683,False
2013-02-26,124.321,1496.94,0.0626198,0.00233814,0,0.0452005,0.00157793,0.101444,483.937,0,40,0,0.130711,0.137112,-1.09725,-0.517456,-1.19424,-6.0701,-16.8748,-31.6039,0.00102614,False
2013-02-27,124.454,1515.99,0.0578559,0.00224618,0,0.196169,0.00217475,0.218355,488.243,0,39,1,0.11561,0.121359,-2.70737,-1.27644,-3.18089,-9.56774,-20.1189,-34.4852,0.00106734,False
2013-02-28,124.511,1514.68,0.0614404,0.00228685,0,-0.0350553,0.00254316,0.183262,486.962,0,40,0,0.127917,0.13441,-2.16796,-1.02329,-2.83217,-9.04095,-19.7623,-34.2053,0.000455167,False
2013-03-01,124.653,1518.2,0.0539112,0.00218873,0,0.0302175,0.00328282,0.120105,488.019,0,40,0,0.112474,0.118183,-1.66854,-0.796129,-3.1859,-9.73436,-20.65,-35.417,0.00113897,False
2013-03-04,124.802,1525.2,0.0445094,0.00206967,0,0.0723229,0.00278853,0.0831575,487.653,0,39,1,0.0900754,0.0944868,-1.40805,-0.676515,-4.03288,-11.065,-22.0501,-37.0422,0.00119469,False
2013-03-05,124.894,1539.79,0.0410057,0.00203824,0.018565,0.209177,0.00725683,0.212801,488.388,0,38,2,0.0835568,0.0876489,-3.72052,-1.78162,-5.55162,-12.337,-22.6896,-36.7548,0.000742613,False
2013-03-06,124.977,1541.46,0.0427501,0.0020486,0.00477875,0.00489999,0.00369395,0.167391,487.36,0,39,1,0.0855566,0.0898115,-3.01256,-1.44574,-5.33925,-12.2584,-22.7861,-37.0987,0.000660874,False
2013-03-07,125.055,1544.26,0.0443058,0.00203054,0,0.0361329,0.00390953,0.163906,485.814,0,38,2,0.090523,0.0951177,-2.90958,-1.39695,-5.07176,-11.9991,-22.488,-36.77,0.000623981,False
2013-03-08,125.186,1551.18,0.040345,0.00201246,0.0180409,0.118918,0.00860853,0.163084,486.45,0,38,2,0.0831413,0.0873613,-3.13201,-1.50633,-5.40503,-12.3454,-22.7944,-37.0107,0.00105093,False
2013-03-11,125.314,1556.22,0.0390514,0.00201852,0.0377281,0.0930332,0.00792376,0.119686,485.833,0,38,2,0.0791546,0.0830311,-2.44945,-1.18067,-5.71012,-12.7936,-23.4537,-37.9302,0.00102097,False
2013-03-12,125.306,1552.48,0.0434172,0.00206345,0,-0.0748255,0.00302951,0.0914236,485.134,0,39,1,0.0900754,0.0944868,-1.55357,-0.746661,-4.50314,-11.6366,-22.5065,-37.3,-6.57425e-05,False
2013-03-13,125.368,1554.52,0.0443239,0.00202569,0,0.0248574,0.00227869,0.0944683,485.37,0,38,2,0.0901594,0.0946431,-1.55229,-0.745176,-4.37891,-11.5179,-22.3814,-37.1734,0.000493451,False
2013-03-14,125.455,1563.23,0.0434151,0.00205163,0,0.101533,0.00226591,0.147984,488.223,0,39,1,0.0875121,0.0919539,-2.5346,-1.21562,-5.24756,-12.2967,-22.9256,-37.4004,0.000694877,False
2013-03-15,125.496,1560.7,0.0408363,0.00200714,0,-0.0584234,0.00425933,0.0828364,486.144,0,38,2,0.0842097,0.0884839,-1.48222,-0.712769,-4.54346,-11.7057,-22.6106,-37.4562,0.000329152,False
2013-03-18,125.434,1552.1,0.048011,0.00208239,0,-0.109598,0.00356292,0.0775005,484.78,0,39,1,0.0992184,0.104078,-1.12107,-0.536408,-2.84745,-9.69377,-20.6772,-35.5692,-0.000493213,False
2013-03-19,125.396,1548.34,0.0563456,0.00219319,0,-0.0625883,0.00278131,0.104138,485.177,0,40,0,0.114617,0.120317,-1.29275,-0.613725,-2.24359,-8.67274,-19.6325,-34.3612,-0.000301791,False
2013-03-20,125.465,1558.71,0.0531521,0.00212738,0,0.0746967,0.00253204,0.158617,489.362,0,39,1,0.110046,0.115631,-2.10958,-1.00161,-3.58511,-10.3754,-21.1377,-35.7082,0.000547948,False
2013-03-21,125.348,1545.8,0.0701217,0.00246995,0,-0.197751,0.00414442,0.141194,486.216,0,40,0,0.142938,0.150402,-1.44543,-0.680703,-1.68603,-7.32994,-18.1818,-32.7135,-0.000931107,False
2013-03-22,125.512,1556.89,0.0640155,0.00232915,0,0.136453,0.00195688,0.173155,490.592,0,40,0,0.133514,0.140487,-1.9452,-0.917418,-2.67903,-8.84263,-19.6679,-34.1636,0.00131012,False
2013-03-25,125.552,1551.69,0.0551511,0.00219973,0,-0.102586,0.00281099,0.0814292,488.08,0,39,1,0.112541,0.118138,-1.01976,-0.484935,-1.84289,-7.87431,-18.8629,-33.7544,0.000312957,False
2013-03-26,125.651,1563.77,0.0442983,0.00202808,0,0.0744256,0.00217706,0.0967441,490.276,0,39,1,0.0897984,0.0942642,-1.54263,-0.73956,-3.57069,-10.4561,-21.3474,-36.254,0.000790144,False
2013-03-27,125.654,1562.85,0.0510956,0.00212486,0,-0.0231443,0.00228348,0.117187,489.395,0,39,1,0.10179,0.106956,-1.65168,-0.788447,-3.28517,-10.0476,-20.891,-35.6673,2.46742e-05,False
2013-03-28,125.741,1569.19,0.0483666,0.0020849,0,0.0684968,0.00316964,0.141552,490.354,0,39,1,0.0989977,0.104168,-2.13673,-1.02159,-4.09172,-10.9978,-21.7211,-36.338,0.000694314,False
2013-04-01,125.712,1562.17,0.046987,0.00204261,0,-0.139287,0.00348509,0.073341,487.884,0,39,1,0.0964247,0.101147,-1.09648,-0.525088,-3.02434,-9.91398,-20.9369,-35.9163,-0.000235533,False
2013-04-02,125.783,1570.25,0.0419845,0.00200343,0,0.0529604,0.00212636,0.0927767,488.808,0,38,2,0.0857578,0.0899578,-1.57443,-0.755989,-4.28704,-11.4048,-22.3032,-37.1564,0.000567802,False
2013-04-03,125.64,1553.69,0.0547949,0.0021778,0,-0.197904,0.00244414,0.0876974,485.386,0,40,0,0.114346,0.120033,-1.0762,-0.511921,-1.74722,-7.8535,-18.8448,-33.6131,-0.00113411,False
2013-04-04,125.679,1559.98,0.0579246,0.00224497,0,0.0283661,0.00238094,0.130504,488.744,0,40,0,0.115388,0.121244,-1.6155,-0.765762,-2.66679,-9.18996,-20.088,-34.7615,0.000309281,False
2013-04-05,125.669,1553.28,0.0558775,0.0021678,0,-0.099596,0.00244045,0.0923235,487.489,0,39,1,0.113834,0.119611,-1.14698,-0.545796,-1.93455,-8.14124,-19.1333,-33.9397,-8.07313e-05,False
2013-04-08,125.788,1563.07,0.0466855,0.0020585,0,0.0799319,0.00191471,0.0963585,489.709,0,39,1,0.0955781,0.100259,-1.47234,-0.705168,-3.49426,-10.4198,-21.3362,-36.221,0.000943823,False
2013-04-09,125.86,1568.61,0.0423893,0.00202398,0,0.0393692,0.0020714,0.101613,490.001,0,38,2,0.0881282,0.0924443,-1.71956,-0.825679,-4.38164,-11.4443,-22.3162,-37.1304,0.000575642,False
2013-04-10,125.558,1587.73,0.0415086,0.00201063,0.0887762,0.194456,0.0164152,0.532262,493.407,0,39,1,0.0865494,0.0908536,-7.901,-3.74783,-5.34407,-11.3048,-20.4058,-32.7703,-0.00239859,False
2013-04-11,125.738,1593.37,0.0434717,0.00201101,0.211188,0.371515,0.00556371,0.548398,492.454,0,39,1,0.0878035,0.09226,-8.00056,-3.79118,-4.97009,-10.9017,-19.9075,-32.168,0.0014343,False
2013-04-12,125.818,1588.85,0.0428617,0.00199305,0,-0.35017,0.0108819,0.148078,490.118,0,39,1,0.0873178,0.0917498,-2.76592,-1.3296,-4.61395,-11.5209,-22.0977,-36.4861,0.000637332,False
2013-04-15,125.084,1552.36,0.0689712,0.00244233,0,-0.84562,0.0105617,0.0930264,480.756,0,40,0,0.141547,0.148479,-0.897184,-0.421989,-0.631952,-4.30208,-14.8529,-29.4514,-0.00583859,False
2013-04-16,125.223,1574.57,0.0487042,0.00203291,0,0.135978,0.00244087,0.133751,487.713,0,39,1,0.102012,0.107008,-1.84692,-0.877923,-2.54133,-8.97414,-19.768,-34.4595,0.00111512,False
2013-04-17,124.907,1552.01,0.0694696,0.00242706,0,-0.399721,0.00489633,0.112693,482.615,0,40,0,0.143497,0.150633,-1.10371,-0.518685,-0.958062,-5.15577,-15.8288,-30.3949,-0.00252762,False
2013-04-18,124.874,1541.61,0.0763673,0.00258613,0,-0.0917639,0.00196879,0.125447,482.846,0,40,0,0.160164,0.168293,-1.09901,-0.514293,-0.663722,-4.19497,-14.4108,-28.9895,-0.000261836,False
2013-04-19,124.993,1555.25,0.0609215,0.00226987,0,0.0577604,0.00222763,0.12025,487.818,0,40,0,0.126072,0.132471,-1.36973,-0.647411,-1.73187,-7.35976,-18.2475,-32.9554,0.000956012,False
2013-04-22,125.123,1562.5,0.0533473,0.00214409,0,0.0684782,0.00220378,0.108343,488.871,0,39,1,0.10997,0.115356,-1.44744,-0.689608,-2.72826,-9.2189,-20.103,-34.9629,0.00103514,False
2013-04-23,125.229,1578.78,0.0478638,0.00205742,0,0.170113,0.00503249,0.212861,491.621,0,39,1,0.0962553,0.100969,-3.33878,-1.59387,-4.8451,-11.5736,-22.0185,-36.2569,0.000850111,False
2013-04-24,125.302,1578.79,0.0499467,0.00207628,0,-0.0132914,0.00370596,0.170548,489.707,0,39,1,0.105863,0.111128,-2.53636,-1.2105,-4.2853,-11.0098,-21.6799,-36.1269,0.000584422,False
