date,nav,spot,prem_mid,opt_cost,payoff,hedge_pnl,hedge_cost,liab,short_notional,net_delta_units,n_sold,n_skipped,ret,real_hourly
2011-02-04,100.621,1310.87,0.0305958,0.00179656,0,0.00946786,0.00225402,0.0604981,338.053,0,37,3,0.000504,False
2011-02-07,100.671,1319.05,0.0325789,0.00180514,0,0.0784719,0.00186925,0.118031,336.514,0,37,3,0.000495358,False
2011-02-08,100.746,1324.57,0.0288572,0.00171998,0,0.0442084,0.00412822,0.110735,329.295,0,36,4,0.000740163,False
2011-02-09,100.759,1320.88,0.0285617,0.00177192,0,-0.0712669,0.00386075,0.0487348,327.765,0,37,3,0.000135614,False
2011-02-10,100.776,1321.87,0.0285876,0.00173118,0,-0.00808797,0.00148023,0.0498985,322.594,0,36,4,0.000160029,False
2011-02-11,100.793,1329.15,0.0280387,0.00180763,0,0.030903,0.00250098,0.0873351,326.249,0,38,2,0.000170641,False
2011-02-14,100.851,1332.32,0.0282932,0.00172213,0,0.0350162,0.00139037,0.0893791,328.932,0,36,4,0.000576956,False
2011-02-15,100.873,1328.01,0.0297338,0.00177181,0,-0.0454199,0.00197676,0.0482539,330.216,0,37,3,0.000215076,False
2011-02-16,100.944,1336.32,0.0278064,0.00175604,0,0.0827077,0.00142498,0.0838502,334.217,0,37,3,0.000711161,False
2011-02-17,100.927,1340.43,0.0316805,0.0017675,0,0.00866607,0.00427754,0.135542,331.905,0,37,3,-0.000172274,False
2011-02-18,101.043,1343.01,0.0285159,0.00169796,0,0.0349305,0.00309747,0.0781146,326.827,0,36,4,0.00115012,False
2011-02-22,100.796,1315.44,0.0525036,0.00219282,0,-0.297455,0.0033194,0.0748848,331.386,0,40,0,-0.00244681,False
2011-02-23,100.792,1307.4,0.0521209,0.00214796,0,-0.0564673,0.0012956,0.070842,336.305,0,39,1,-3.71751e-05,False
2011-02-24,100.825,1306.1,0.0481021,0.00211569,0,-0.0127947,0.00128277,0.0693629,340.416,0,40,0,0.000331256,False
2011-02-25,100.895,1319.88,0.0406101,0.00196781,0,0.0604547,0.00223528,0.0968364,349.498,0,39,1,0.000688201,False
2011-02-28,100.979,1327.22,0.0398769,0.00192406,0,0.0675116,0.00189607,0.116619,350.81,0,39,1,0.000830427,False
2011-03-01,100.854,1306.33,0.0493283,0.0021293,0,-0.215935,0.00443097,0.0677218,348.262,0,40,0,-0.00123065,False
2011-03-02,100.889,1308.44,0.0482525,0.0020645,0,-0.00111499,0.00123248,0.0773436,349.317,0,39,1,0.000339288,False
2011-03-03,100.994,1330.97,0.0370099,0.00187071,0,0.17162,0.00298472,0.175843,349.149,0,38,2,0.00104348,False
