date,nav,spot,prem_mid,opt_cost,payoff,hedge_pnl,hedge_cost,liab,short_notional,net_delta_units,n_sold,n_skipped,ret,real_hourly
2014-02-27,121.143,1854.29,0.0341992,0.00162657,0,0.0346713,0.00187126,0.0927733,413.244,0,38,2,0.000312708,False
2014-02-28,121.137,1859.45,0.0355911,0.00168266,0,-0.00883289,0.00648432,0.11719,416.511,0,39,1,-4.80871e-05,False
2014-03-03,121.055,1845.73,0.0412981,0.0018059,0,-0.170543,0.00311732,0.0649729,416.574,0,40,0,-0.000676516,False
2014-03-04,121.046,1873.91,0.0358241,0.00167998,0,0.156681,0.00725338,0.258187,424.452,0,39,1,-7.96541e-05,False
2014-03-05,121.195,1873.81,0.0350685,0.00169926,0.00624742,-0.0181813,0.00268766,0.115638,423.03,0,40,0,0.0012293,False
2014-03-06,121.292,1877.03,0.035098,0.00162594,0,0.0487677,0.00114037,0.0992627,419.698,0,38,2,0.000804282,False
2014-03-07,121.35,1878.04,0.0345459,0.00164841,0,-0.00214692,0.00223666,0.0697207,416.163,0,39,1,0.000478645,False
2014-03-10,121.381,1877.17,0.0328755,0.00163481,0,-0.0153276,0.00128157,0.0539557,415.577,0,39,1,0.000250487,False
2014-03-11,121.383,1867.63,0.0356463,0.00163366,0,-0.036137,0.00144152,0.0480096,414.114,0,38,2,1.96102e-05,False
2014-03-12,121.414,1868.2,0.0342064,0.0016569,0,0.00335458,0.000666211,0.0519074,414.872,0,39,1,0.000258191,False
2014-03-13,121.383,1846.34,0.0428531,0.0017832,0,-0.0677562,0.00125335,0.0556318,411.867,0,39,1,-0.000260794,False
2014-03-14,121.365,1841.13,0.0538289,0.00205374,0,-0.0295434,0.00108549,0.0946268,418.721,0,40,0,-0.000147045,False
2014-03-17,121.464,1858.83,0.0419251,0.00181675,0,0.0677041,0.00242479,0.100763,426.262,0,40,0,0.000817793,False
2014-03-18,121.514,1872.25,0.0375457,0.0017089,0,0.0583142,0.00502135,0.139554,425.351,0,39,1,0.000414433,False
2014-03-19,121.502,1860.77,0.0385811,0.00171454,0,-0.129603,0.00279034,0.0564685,419.328,0,39,1,-0.000102383,False
2014-03-20,121.564,1872.01,0.0359966,0.00164049,0,0.0606368,0.00127979,0.0882895,417.81,0,38,2,0.000509392,False
2014-03-21,121.566,1866.52,0.0358722,0.00171116,0,-0.0619733,0.00400522,0.0545718,419.191,0,40,0,1.56314e-05,False
2014-03-24,121.567,1857.44,0.0398807,0.00174776,0,-0.0322257,0.000997294,0.0581503,417.738,0,39,1,1.09527e-05,False
2014-03-25,121.599,1865.62,0.0377804,0.00170782,0,0.0207676,0.0017919,0.0814095,419.775,0,39,1,0.000261495,False
2014-03-26,121.612,1852.56,0.0429775,0.00184197,0,-0.0457597,0.00146948,0.0617126,420.688,0,40,0,0.00011187,False
2014-03-27,121.635,1849.04,0.0435644,0.00181215,0,-0.0158364,0.00104055,0.0636161,420.988,0,39,1,0.000188894,False
2014-03-28,121.657,1857.62,0.040448,0.00178052,0,0.0161768,0.00335346,0.0930434,423.202,0,40,0,0.00018139,False
2014-03-31,121.762,1872.34,0.0379217,0.00170772,0,0.124163,0.00313316,0.146101,425.687,0,39,1,0.000856392,False
2014-04-01,121.947,1885.52,0.0293451,0.00155762,0.014198,0.20494,0.00512158,0.173797,420.985,0,38,2,0.00152521,False
2014-04-02,122.069,1890.9,0.0305418,0.0015525,0.0185643,0.0838874,0.00248848,0.143677,417.395,0,38,2,0.000999974,False
2014-04-03,122.099,1888.77,0.0326725,0.00159065,0,-0.0740449,0.00310778,0.0675548,412.739,0,38,2,0.000246182,False
2014-04-04,121.958,1865.09,0.0348054,0.0016392,0,-0.197754,0.00363169,0.0404106,408.334,0,38,2,-0.00115541,False
2014-04-07,121.912,1845.04,0.0399571,0.00174918,0,-0.0757773,0.00119855,0.0476529,409.345,0,39,1,-0.000377263,False
2014-04-08,121.949,1851.96,0.0364144,0.0016578,0,0.0192089,0.000993717,0.0636534,412.715,0,38,2,0.000303262,False
2014-04-09,122.098,1872.18,0.0302193,0.00157103,0.0108041,0.240647,0.00318229,0.169715,417.364,0,38,2,0.00122385,False
2014-04-10,121.843,1833.08,0.0417728,0.0018151,0,-0.411955,0.00364013,0.0494051,413.46,0,40,0,-0.00209117,False
2014-04-11,121.812,1815.69,0.0455412,0.00189488,0,-0.0663832,0.000958814,0.056585,418.131,0,40,0,-0.000253404,False
2014-04-14,121.874,1830.61,0.0380026,0.00172785,0,0.0508143,0.00134966,0.0810418,422.736,0,39,1,0.00050309,False
2014-04-15,121.899,1842.98,0.0352107,0.00164931,0,0.0402413,0.00269433,0.126899,419.472,0,38,2,0.000207192,False
2014-04-16,121.992,1862.31,0.026591,0.00152325,0.138309,0.381453,0.0121414,0.289687,416.274,0,37,3,0.000765246,False
2014-04-17,122.02,1864.85,0.0305145,0.0016008,0.0735283,0.00868933,0.00958589,0.216632,411.704,0,38,2,0.00022578,False
2014-04-21,122.113,1871.89,0.0337617,0.0016552,0.0880184,0.174316,0.00755009,0.234206,414.322,0,39,1,0.000764463,False
2014-04-22,122.279,1879.55,0.0339699,0.00170019,0.0854029,0.187905,0.0043988,0.198742,420.561,0,40,0,0.00135806,False
2014-04-23,122.366,1875.39,0.0339999,0.00166972,0,-0.070422,0.00275157,0.0704973,422.08,0,39,1,0.000714775,False
2014-04-24,122.429,1878.61,0.0350909,0.00163708,0,0.0337241,0.0027891,0.0715675,419.497,0,38,2,0.000517452,False
2014-04-25,122.389,1863.4,0.0379983,0.00176159,0,-0.0971868,0.0016297,0.0490185,419.955,0,40,0,-0.000326971,False
2014-04-28,122.415,1869.43,0.0362457,0.00170963,0,0.0115265,0.00126899,0.0687016,421.868,0,39,1,0.000205169,False
2014-04-29,122.48,1878.33,0.0349694,0.00166775,0,0.0627637,0.00127616,0.0978927,423.72,0,39,1,0.000535869,False
2014-04-30,122.51,1883.95,0.033143,0.00162251,0,-0.00146793,0.00290159,0.0951202,421.256,0,38,2,0.000244313,False
2014-05-01,122.562,1883.68,0.0325557,0.00161759,0,-0.00873264,0.00176228,0.0631208,417.529,0,39,1,0.000428068,False
2014-05-02,122.591,1881.14,0.0307992,0.00156649,0,-0.0175444,0.00125773,0.0448107,416.621,0,38,2,0.000234499,False
2014-05-05,122.595,1884.66,0.0303603,0.00159531,0,-0.00923408,0.0016714,0.0584171,417.124,0,38,2,3.46932e-05,False
2014-05-06,122.558,1867.72,0.0345267,0.00166993,0,-0.0843856,0.00147515,0.0428762,414.29,0,39,1,-0.000305583,False
2014-05-07,122.594,1878.21,0.0323726,0.00163816,0,0.0448376,0.00137583,0.081546,420.03,0,39,1,0.000289874,False
2014-05-08,122.594,1875.63,0.0334416,0.00166775,0,-0.0541871,0.00171466,0.0566912,422.771,0,39,1,5.92943e-06,False
2014-05-09,122.644,1878.48,0.0279366,0.00149701,0,0.0105466,0.000696886,0.0430751,414.237,0,36,4,0.000407078,False
2014-05-12,122.633,1896.65,0.0287312,0.00153123,0.00539244,0.204564,0.00509612,0.275459,410.878,0,37,3,-9.05724e-05,False
2014-05-13,122.79,1897.45,0.0263642,0.00151662,0.011997,0.00343791,0.00406602,0.130633,406.761,0,37,3,0.00128064,False
2014-05-14,122.776,1888.53,0.0265653,0.00156264,0,-0.127887,0.00323784,0.038505,404.593,0,38,2,-0.000113968,False
2014-05-15,122.736,1870.85,0.0265699,0.00149177,0,-0.0723622,0.00175272,0.0297291,395.703,0,36,4,-0.000327922,False
2014-05-16,122.714,1877.86,0.0300475,0.00154071,0,0.00362551,0.0018246,0.0821897,400.98,0,37,3,-0.000180492,False
2014-05-19,122.74,1885.08,0.0322316,0.00162478,0.000131211,0.0722737,0.00184235,0.15648,408.876,0,39,1,0.000216896,False
2014-05-20,122.732,1872.83,0.0339173,0.00166843,0,-0.142613,0.00253681,0.0520725,409.963,0,39,1,-6.91916e-05,False
2014-05-21,122.776,1888.03,0.0319501,0.00159883,0,0.0887292,0.00280648,0.124518,415.952,0,38,2,0.000357112,False
2014-05-22,122.855,1892.49,0.0320326,0.00158909,0,0.0424901,0.00185269,0.116586,419.175,0,38,2,0.000643553,False
2014-05-23,122.976,1900.53,0.0307283,0.00155673,0.00260497,0.112911,0.00263264,0.132579,416.853,0,38,2,0.000983692,False
2014-05-27,123.134,1911.91,0.0296312,0.00155434,0.0402214,0.245846,0.00650029,0.201337,417.981,0,38,2,0.00128841,False
2014-05-28,123.231,1909.78,0.0293048,0.00157271,0.00783129,-0.049798,0.00257052,0.0713511,416.55,0,38,2,0.000791971,False
2014-05-29,123.298,1920.03,0.0297231,0.00156388,0.000146233,0.0911255,0.00360086,0.120693,417.768,0,38,2,0.000537161,False
2014-05-30,123.403,1923.57,0.0285075,0.00149907,0,0.047134,0.0037722,0.085882,414.549,0,37,3,0.000853071,False
2014-06-02,123.45,1924.97,0.0274186,0.00155729,0,0.000586874,0.00264314,0.0627698,414.235,0,38,2,0.000380195,False
2014-06-03,123.466,1924.24,0.030391,0.00158703,0,-0.0180715,0.00168375,0.0555868,410.68,0,38,2,0.000131485,False
2014-06-04,123.499,1927.88,0.0310616,0.00158887,0,0.020811,0.00140676,0.0709944,414.181,0,38,2,0.000271082,False
2014-06-05,123.473,1940.46,0.031081,0.00154757,0,0.046221,0.00605144,0.167112,419.007,0,38,2,-0.000213888,False
2014-06-06,123.676,1949.44,0.0257941,0.00144362,0.0142327,0.19748,0.00222252,0.169517,413.492,0,36,4,0.00164384,False
2014-06-09,123.786,1951.27,0.0260566,0.0014875,0.00610839,0.0131195,0.00222771,0.0887263,409.737,0,37,3,0.000890581,False
2014-06-10,123.817,1950.79,0.0251427,0.00144739,0,-0.0333412,0.00205101,0.045744,402.762,0,36,4,0.000252738,False
2014-06-11,123.811,1943.89,0.028181,0.00153694,0,-0.0383418,0.00140284,0.0386874,401.41,0,38,2,-4.88138e-05,False
2014-06-12,123.799,1930.11,0.0312685,0.00157644,0,-0.0401915,0.00114303,0.0390343,402.806,0,38,2,-9.68352e-05,False
2014-06-13,123.838,1936.16,0.0293004,0.00155564,0,0.0302938,0.000848456,0.0573627,411.044,0,38,2,0.000313909,False
2014-06-16,123.862,1937.78,0.0309996,0.00162286,0,0.00816799,0.00142086,0.0697525,414.927,0,39,1,0.000191653,False
2014-06-17,123.894,1941.99,0.0319142,0.0016294,0,0.0160397,0.00176766,0.0822286,425.088,0,39,1,0.000259005,False
2014-06-18,124.061,1956.98,0.0235724,0.00143521,0.00633911,0.187301,0.00793911,0.110147,418.046,0,36,4,0.00134988,False
2014-06-19,124.134,1959.48,0.0207426,0.00142913,0,0.00196624,0.00315233,0.0552899,411.242,0,36,4,0.000588291,False
2014-06-20,124.096,1962.87,0.028554,0.00151704,0,0.0348563,0.00284001,0.15239,407.788,0,38,2,-0.000306495,False
2014-06-23,124.194,1962.61,0.0251615,0.00147206,0,-0.0185123,0.00240184,0.0571087,403.979,0,37,3,0.000790163,False
2014-06-24,124.174,1949.98,0.0286809,0.00159307,0,-0.0646124,0.00197003,0.0380737,408,0,39,1,-0.000164739,False
2014-06-25,124.227,1959.53,0.0284336,0.0015351,0,0.0565257,0.000978697,0.0675467,416.358,0,38,2,0.0004266,False
2014-06-26,124.232,1957.22,0.0281304,0.00153983,0,-0.0369557,0.00173187,0.0499808,419.145,0,38,2,4.40228e-05,False
2014-06-27,124.249,1960.96,0.026384,0.00147218,0,-0.0028777,0.00158213,0.0538888,416.773,0,37,3,0.00013317,False
2014-06-30,124.267,1960.23,0.0266716,0.00148697,0,-0.0145205,0.0013076,0.0453054,413.39,0,37,3,0.000144386,False
2014-07-01,124.304,1973.32,0.0243561,0.00142627,0,0.0963865,0.00428026,0.12331,405.887,0,36,4,0.000297999,False
2014-07-02,124.387,1974.62,0.0251372,0.00142525,0,0.0179997,0.00208914,0.0802659,402.29,0,36,4,0.000665037,False
2014-07-03,124.455,1985.44,0.0219169,0.00144959,0.0235185,0.159424,0.00540801,0.163005,403.345,0,37,3,0.0005485,False
2014-07-07,124.499,1977.65,0.0250677,0.00146065,0,-0.0961742,0.00273777,0.0436312,401.328,0,37,3,0.000354095,False
2014-07-08,124.485,1963.71,0.0294999,0.00152155,0,-0.0473383,0.000876869,0.0372827,399.166,0,37,3,-0.000111554,False
2014-07-09,124.534,1972.83,0.0255978,0.00147418,0,0.0449091,0.000917815,0.0560142,404.522,0,37,3,0.000396703,False
2014-07-10,124.509,1964.68,0.0281851,0.00150368,0,-0.0642269,0.00139029,0.0419023,406.615,0,37,3,-0.000199334,False
2014-07-11,124.546,1967.57,0.0246455,0.00143409,0,0.0115105,0.00064102,0.0399522,404.591,0,36,4,0.000289383,False
2014-07-14,124.59,1977.1,0.0235285,0.00141905,0,0.0687164,0.0021281,0.0839547,403.093,0,36,4,0.000358867,False
2014-07-15,124.606,1973.28,0.0254822,0.00152222,0,-0.0431971,0.00235007,0.0468455,405.149,0,38,2,0.000124585,False
2014-07-16,124.68,1981.57,0.0217078,0.00137639,0,0.0609154,0.00111326,0.053097,400.101,0,35,5,0.000592927,False
2014-07-17,124.585,1958.12,0.0311504,0.00157928,0,-0.136667,0.00203242,0.0383233,399.226,0,38,2,-0.000756776,False
2014-07-18,124.559,1978.22,0.0285764,0.00153301,0,0.10283,0.00326238,0.190834,412.433,0,38,2,-0.000207888,False
2014-07-21,124.601,1973.63,0.0301652,0.00154451,0,-0.0945294,0.00263346,0.0804014,414.513,0,38,2,0.000336305,False
2014-07-22,124.667,1983.53,0.0286429,0.00149739,0.005615,0.0892677,0.00287435,0.122682,416.018,0,37,3,0.000526827,False
2014-07-23,124.743,1987.01,0.0285255,0.00150724,0.00639442,0.0270651,0.00240823,0.0916682,416.015,0,38,2,0.000611986,False
2014-07-24,124.813,1987.98,0.0284872,0.00152651,0,0.0143865,0.00222441,0.0609791,418.652,0,38,2,0.000559644,False
2014-07-25,124.799,1978.34,0.0301688,0.00159795,0,-0.0610836,0.00161264,0.0411313,420.013,0,39,1,-0.000114392,False
2014-07-28,124.81,1978.91,0.0286502,0.00150913,0,-0.0110296,0.00130857,0.0449539,420.457,0,37,3,8.7983e-05,False
2014-07-29,124.811,1969.95,0.0322898,0.00160414,0,-0.0287576,0.00119359,0.044777,422.584,0,39,1,7.30188e-06,False
2014-07-30,124.821,1970.07,0.0340074,0.00158967,0,-0.0101529,0.0013834,0.0550514,420.322,0,38,2,8.49851e-05,False
2014-07-31,124.736,1930.67,0.0462081,0.00185928,0,-0.127762,0.00141882,0.0549847,420.981,0,40,0,-0.000679093,False
2014-08-01,124.754,1925.15,0.0457584,0.00186825,0,-0.017831,0.00099806,0.0622798,428.915,0,40,0,0.000142428,False
2014-08-04,124.814,1938.99,0.0360458,0.00166896,0,0.0367942,0.00198897,0.0713076,433.447,0,39,1,0.000482183,False
2014-08-05,124.78,1920.21,0.0449359,0.00185108,0,-0.0877933,0.00157225,0.0597485,431.074,0,40,0,-0.000278186,False
2014-08-06,124.797,1920.24,0.0428785,0.00181595,0,-0.0172561,0.00101914,0.0656312,435.526,0,40,0,0.000135476,False
2014-08-07,124.808,1909.57,0.0436798,0.0018252,0,-0.0364255,0.00129025,0.0579489,434.382,0,40,0,9.47236e-05,False
2014-08-08,124.862,1931.59,0.0394788,0.00175648,0,0.129871,0.00185421,0.170397,439.113,0,40,0,0.000426982,False
2014-08-11,125.02,1936.92,0.0364978,0.00167159,0,0.0703191,0.00290749,0.114417,436.463,0,39,1,0.00126715,False
2014-08-12,125.037,1933.75,0.0351238,0.00162835,0,-0.0687625,0.00184545,0.0600761,428.852,0,38,2,0.000137806,False
2014-08-13,125.124,1946.72,0.0260971,0.00153817,0,0.0665004,0.00170107,0.0625441,427.426,0,38,2,0.000694915,False
2014-08-14,125.151,1955.18,0.0312931,0.00155703,0.00146513,0.0903476,0.0035969,0.151048,424.637,0,38,2,0.000211935,False
2014-08-15,125.098,1955.06,0.0356861,0.00164449,0,-0.0867556,0.00682532,0.14367,426.722,0,39,1,-0.000416795,False
2014-08-18,125.281,1971.74,0.0303176,0.00151575,0.0413963,0.304267,0.00640112,0.246685,425.645,0,37,3,0.0014569,False
2014-08-19,125.447,1981.6,0.0304464,0.00154012,0.164255,0.345356,0.00800074,0.282007,426.008,0,38,2,0.0013305,False
2014-08-20,125.584,1986.51,0.0308678,0.00155579,0.108633,0.107075,0.00712072,0.16575,422.484,0,38,2,0.00109121,False
2014-08-21,125.728,1992.37,0.0298846,0.00154642,0.0425471,0.126832,0.00355452,0.131429,422.555,0,38,2,0.00114178,False
2014-08-22,125.782,1988.4,0.0293146,0.00154543,0,-0.0513216,0.0027494,0.0507165,424.364,0,38,2,0.000432766,False
2014-08-25,125.855,1997.92,0.0285662,0.00150933,0,0.0777946,0.00104771,0.0816406,422.657,0,38,2,0.000579413,False
2014-08-26,125.911,2000.02,0.0285756,0.00154121,0,0.0171541,0.00129092,0.0686882,422.594,0,38,2,0.000443765,False
2014-08-27,125.953,2000.12,0.0291073,0.0015362,0,0.00236399,0.00157468,0.0547071,422.281,0,38,2,0.000336282,False
2014-08-28,125.964,1996.74,0.0296659,0.00152703,0,-0.0243082,0.000893464,0.0464247,424.729,0,38,2,8.9077e-05,False
2014-08-29,125.99,2003.37,0.0284552,0.00149336,0,0.0257022,0.00155806,0.0721568,422.685,0,37,3,0.000201437,False
2014-09-02,126.025,2002.28,0.0282751,0.00151286,0,-0.0137475,0.00124822,0.04866,422.343,0,38,2,0.000279891,False
2014-09-03,126.037,2000.72,0.0293759,0.00152541,0,-0.0149499,0.00164758,0.0480505,422.054,0,38,2,9.41281e-05,False
2014-09-04,126.033,1997.65,0.0302983,0.00154022,0,-0.0288615,0.00133651,0.050379,421.626,0,38,2,-2.98995e-05,False
2014-09-05,126.084,2007.71,0.0263632,0.00147535,0,0.0393758,0.00171465,0.0621606,423.414,0,37,3,0.000402811,False
2014-09-08,126.064,2001.54,0.0287006,0.00154429,0,-0.0628964,0.00194181,0.0438196,422.128,0,38,2,-0.000153397,False
2014-09-09,126.048,1988.44,0.0334305,0.00161248,0,-0.0472327,0.00132166,0.0433754,423.334,0,39,1,-0.000129237,False
2014-09-10,126.085,1995.69,0.0318313,0.00160943,0,0.0301331,0.00173658,0.0651725,428.423,0,39,1,0.000292121,False
2014-09-11,126.127,1997.45,0.0293345,0.00153819,0,0.00537988,0.00126871,0.0551503,425.815,0,38,2,0.00033255,False
2014-09-12,126.126,1985.54,0.0342549,0.00160543,0,-0.0400978,0.00123102,0.0470744,427.212,0,38,2,-4.78361e-06,False
2014-09-15,126.132,1984.13,0.0386273,0.00167999,0,-0.0031518,0.000860435,0.0739279,427.674,0,39,1,4.82179e-05,False
2014-09-16,126.207,1998.98,0.0346698,0.00163709,0,0.0901222,0.00262243,0.120166,433.704,0,39,1,0.000589022,False
2014-09-17,126.281,2001.57,0.0285675,0.0014968,0,-0.0169448,0.0027262,0.053646,430.627,0,37,3,0.000585701,False
2014-09-18,126.366,2011.36,0.0243233,0.00146309,0,0.0840281,0.00188884,0.0734741,425.39,0,37,3,0.000674461,False
2014-09-19,126.348,2010.4,0.0318983,0.00159323,0,-0.019866,0.00302002,0.0986721,424.23,0,39,1,-0.000140694,False
2014-09-22,126.311,1994.29,0.0340214,0.00158299,0,-0.123044,0.00203928,0.0434881,421.152,0,38,2,-0.000296486,False
2014-09-23,126.294,1982.77,0.0382356,0.00172427,0,-0.0448655,0.0010903,0.0508308,429.506,0,40,0,-0.000132905,False
2014-09-24,126.363,1998.3,0.03363,0.0015822,0,0.0862645,0.00138956,0.0986135,430.135,0,38,2,0.000547455,False
2014-09-25,126.236,1965.99,0.0421607,0.00174542,0,-0.212554,0.0024195,0.0511346,428.258,0,39,1,-0.00100567,False
2014-09-26,126.281,1982.85,0.0371149,0.00165706,0,0.0659057,0.00179115,0.10568,432.717,0,39,1,0.000356691,False
2014-09-29,126.296,1977.8,0.0400908,0.00174994,0,-0.0546028,0.00165725,0.0724145,438.387,0,40,0,0.000121525,False
2014-09-30,126.311,1972.29,0.0421844,0.0017578,0,-0.0306249,0.0015214,0.0656565,437.811,0,39,1,0.000119072,False
2014-10-01,126.283,1946.16,0.0471209,0.00189546,0,-0.0811095,0.00130879,0.056431,434.232,0,40,0,-0.000221416,False
2014-10-02,126.292,1946.17,0.0448471,0.00186699,0,-0.0249361,0.00105869,0.0642671,439.187,0,40,0,7.24497e-05,False
2014-10-03,126.325,1967.9,0.0403492,0.00175744,0,0.10277,0.00348765,0.169641,444.237,0,40,0,0.000257336,False
2014-10-06,126.354,1964.82,0.0414773,0.00176236,0,-0.0831273,0.00323002,0.0935806,440.163,0,39,1,0.000232879,False
2014-10-07,126.288,1935.1,0.0475046,0.00191095,0,-0.146428,0.00162506,0.0575774,434.971,0,40,0,-0.000525951,False
2014-10-08,126.354,1968.89,0.0400208,0.00172854,0,0.236778,0.00321714,0.263252,441.795,0,39,1,0.000524033,False
2014-10-09,126.285,1928.21,0.0548903,0.00207094,0,-0.307132,0.00336897,0.0742886,434.267,0,40,0,-0.00054386,False
2014-10-10,126.278,1906.13,0.0599846,0.00218558,0,-0.0630028,0.00125742,0.0751571,435.715,0,40,0,-5.80403e-05,False
2014-10-13,126.207,1874.74,0.0706346,0.00246707,0,-0.125793,0.0010861,0.0872929,433.246,0,40,0,-0.000561042,False
2014-10-14,126.252,1877.7,0.0568084,0.00212017,0,-0.021852,0.00127974,0.0735139,437.578,0,40,0,0.000359215,False
2014-10-15,126.164,1862.49,0.0666242,0.00236501,0,-0.126141,0.0016266,0.0982774,437.629,0,40,0,-0.000699167,False
2014-10-16,126.132,1862.76,0.0779877,0.00263416,0,-0.0315992,0.00184718,0.172756,439.811,0,40,0,-0.000258169,False
2014-10-17,126.34,1886.76,0.0629877,0.00227308,0,0.138618,0.00185145,0.162159,445.148,0,40,0,0.00164969,False
2014-10-20,126.572,1904.01,0.051053,0.00198315,0,0.153804,0.00131449,0.131371,447.264,0,40,0,0.00183907,False
2014-10-21,126.523,1941.28,0.0431929,0.00182336,0.344848,0.879343,0.00863432,0.747345,451.676,0,40,0,-0.000385111,False
2014-10-22,126.434,1927.11,0.0511919,0.00199965,0,-0.726134,0.00662637,0.153543,445.267,0,40,0,-0.000709488,False
2014-10-23,126.488,1950.82,0.0479716,0.00192229,0.10858,0.309064,0.0050745,0.340181,447.345,0,40,0,0.000433591,False
2014-10-24,126.718,1964.58,0.0449632,0.00186284,0.206624,0.429716,0.00819313,0.368765,447.45,0,40,0,0.00181373,False
2014-10-27,126.857,1961.63,0.0455807,0.00186696,0.0247463,-0.127982,0.00456028,0.116095,445.1,0,40,0,0.00109767,False
2014-10-28,127.004,1985.05,0.0402044,0.00175318,0.0744649,0.352277,0.00313773,0.282441,448.327,0,40,0,0.00115705,False
2014-10-29,127.076,1982.3,0.0411177,0.0017457,0.0195187,-0.122243,0.00429715,0.103423,442.944,0,39,1,0.000569514,False
2014-10-30,127.126,1994.65,0.0410214,0.00173054,0,0.0766006,0.0035172,0.165862,441.002,0,39,1,0.000392959,False
2014-10-31,127.196,2018.05,0.0392697,0.00171829,0.227112,0.678155,0.0101931,0.57436,446.816,0,40,0,0.000549873,False
2014-11-03,127.414,2017.81,0.0394805,0.00171884,0.0685626,-0.102109,0.00344186,0.220064,448.005,0,40,0,0.00171346,False
2014-11-04,127.465,2012.1,0.0383548,0.00167572,0,-0.125154,0.00410327,0.07605,442.82,0,39,1,0.000403694,False
2014-11-05,127.557,2023.57,0.0371639,0.00165922,0,0.0715463,0.0018028,0.0892298,441.21,0,39,1,0.000722302,False
2014-11-06,127.612,2031.21,0.0362146,0.00162882,0,0.0365393,0.00183823,0.103506,441.909,0,39,1,0.000431263,False
2014-11-07,127.694,2031.92,0.0317021,0.00156023,0,0.00597046,0.00125435,0.056439,438.281,0,38,2,0.000641982,False
2014-11-10,127.738,2038.26,0.0290672,0.00150099,0,0.0225376,0.00126238,0.0611569,432.416,0,37,3,0.000345541,False
2014-11-11,127.783,2039.68,0.0289701,0.00153289,0,0.0134605,0.00136963,0.0560333,428.787,0,38,2,0.000349556,False
2014-11-12,127.797,2038.25,0.028637,0.00148298,0,-0.0205989,0.00123688,0.0473077,425.003,0,37,3,0.000109904,False
2014-11-13,127.815,2039.33,0.0294416,0.00152655,0,-0.00083283,0.00119524,0.0549673,425.08,0,38,2,0.000142628,False
2014-11-14,127.843,2039.82,0.0276676,0.00152138,0,-0.00826889,0.00122429,0.0438379,428.292,0,38,2,0.000217364,False
2014-11-17,127.856,2041.32,0.0279124,0.0015061,0,9.87686e-05,0.00106711,0.0561701,428.533,0,38,2,0.000102515,False
2014-11-18,127.874,2051.8,0.0276787,0.00153546,0,0.0497648,0.00383548,0.110541,436.462,0,39,1,0.000138448,False
2014-11-19,127.919,2048.72,0.0260654,0.00142354,0,-0.0431419,0.00257919,0.0445591,428.957,0,36,4,0.000351151,False
2014-11-20,127.945,2052.75,0.02357,0.001457,0,0.00490576,0.00171334,0.0438237,426.108,0,37,3,0.000203573,False
2014-11-21,127.893,2063.5,0.0286999,0.00148584,0,0.083341,0.0061013,0.199931,420.858,0,37,3,-0.000403721,False
2014-11-24,128.029,2069.41,0.0318453,0.00157807,0,0.137874,0.0036193,0.228228,424.151,0,39,1,0.00106515,False
2014-11-25,128.094,2067.03,0.0316686,0.00157628,0,-0.0899231,0.00391043,0.0998309,429.498,0,39,1,0.000505011,False
2014-11-26,128.195,2072.83,0.0319682,0.00160948,0,0.0685827,0.00217027,0.0959864,439.717,0,40,0,0.000785483,False
2014-11-28,128.213,2067.56,0.0350023,0.0016622,0,-0.0443959,0.00203505,0.0649639,448.177,0,40,0,0.000139878,False
2014-12-01,128.188,2053.44,0.0381068,0.00165511,0,-0.0745622,0.00131071,0.0497054,442.96,0,39,1,-0.000188458,False
2014-12-02,128.215,2066.55,0.0348597,0.00160633,0,0.0341585,0.00253794,0.0881276,442.83,0,39,1,0.00020635,False
2014-12-03,128.286,2074.33,0.0348131,0.00161448,0,0.0552859,0.00167919,0.104068,444.073,0,39,1,0.000552705,False
2014-12-04,128.31,2071.92,0.0339547,0.00155812,0,-0.0481265,0.0021114,0.0621822,440.037,0,38,2,0.000187428,False
2014-12-05,128.362,2075.37,0.0299244,0.00148726,0,0.0129609,0.000910571,0.050749,437.081,0,38,2,0.000404651,False
2014-12-08,128.278,2060.31,0.0384953,0.00173308,0,-0.115283,0.00195637,0.0542987,437.513,0,40,0,-0.000654613,False
2014-12-09,128.27,2059.82,0.0403608,0.00170613,0,-0.0313335,0.00137265,0.0683802,441.309,0,39,1,-6.34013e-05,False
2014-12-10,128.178,2026.14,0.057971,0.00209311,0,-0.135814,0.0016253,0.0780039,439.843,0,40,0,-0.000710889,False
2014-12-11,128.227,2035.33,0.0577098,0.00209518,0,0.031633,0.00123834,0.115652,446.885,0,40,0,0.000377298,False
2014-12-12,128.163,2002.33,0.067172,0.00233377,0,-0.154818,0.00137717,0.0881986,442.835,0,40,0,-0.000498367,False
2014-12-15,128.202,1989.63,0.0618546,0.00221484,0,-0.031392,0.00114535,0.0757183,443.481,0,40,0,0.000308846,False
2014-12-16,128.159,1972.74,0.0678605,0.0023589,0,-0.0902704,0.00133773,0.0926191,443.326,0,40,0,-0.000335465,False
2014-12-17,128.38,2012.89,0.0460369,0.00187463,0,0.260581,0.00322141,0.173673,452.556,0,40,0,0.00172027,False
2014-12-18,127.811,2061.23,0.0365247,0.00166966,0.692224,1.52125,0.0231698,1.58314,459.109,0,40,0,-0.0044303,False
2014-12-19,127.735,2070.65,0.0450607,0.00181505,0.971357,0.737444,0.0126486,1.4557,455.811,0,40,0,-0.000593612,False
2014-12-22,128.073,2078.54,0.0397845,0.00170888,0.824207,0.509152,0.00704837,0.833768,453.02,0,40,0,0.00264535,False
